Orbital Period,Planetary Radius,Transit Duration,Transit Depth,Star’s Effective Temperature (Kelvin),Star’s Radius (in solar radii),Star’s Surface Gravity (log10(cm/s²))
5.670155713,5.85,0.9361,536.7,3337.0,0.183,5.126
1.022678654,1.14,1.3712,129.2,5366.0,1.02,4.363
12.10968709,2.98,6.3461,284.7,6021.0,1.458,4.093
4.75796103,1.7,4.66,124.5,6021.0,1.458,4.093
20.4972755,2.96,8.536,242.9,6021.0,1.458,4.093
13.55480534,0.62,2.288,48.3,5370.0,0.874,4.494
29.74454668,20.06,23.2842,66894.0,4889.0,0.788,4.569
14.15402428,53.25,4.47001,61625.0,5850.0,1.037,4.404
0.844786082,35.27,3.5289,2468.5,5705.0,0.915,4.452
0.848483947,32.11,1.4451,1907.4,5941.0,0.936,4.504
11.99097576,37.47,5.7401,2124.3,6110.0,1.072,4.352
53.5292702,2.28,5.668,1086.1,4736.0,0.708,4.624
0.393726813,24.17,2.95,564.6,6277.0,1.031,4.449
2.757584622,1.01,0.9267,563.1,3683.0,0.424,4.84
0.928310036,1.16,1.1899,376.2,4109.0,0.602,4.672
13.48457668,3.39,5.0197,653.5,6198.0,1.324,4.237
31.8841473,3.7,6.122,910.0,5779.0,0.974,4.477
16.15811112,86.13,6.049,2319.8,5619.0,0.874,4.536
67.69213907,175.98,51.349,25457.0,5355.0,10.703,2.754
12.06222962,1.62,2.0584,300.2,5547.0,0.933,4.451
9.93146307,2.41,5.678,398.6,5782.0,1.22,4.28
21.85362905,1.75,3.439,355.6,5830.0,0.876,4.54
8.19345065,1.74,5.234,115.4,6021.0,1.458,4.093
19.97867,6.85,10.168,944.3,9651.0,1.895,4.229
41.8059544,2.02,6.057,434.4,5907.0,0.973,4.445
15.45158184,2.02,2.406,85.3,7839.0,2.069,4.08
89.698168533,102.08,5.5418,273110.0,6214.0,1.583,4.021
1.187352427,67.35,4.999,20703.0,6424.0,1.489,4.186
3.012476582,65.25,3.1424,1138.5,8601.0,2.031,4.137
4.77800306,1.85,2.7361,473.0,5192.0,0.873,4.489
7.814839231,5.33,3.0122,2010.3,5887.0,0.931,4.499
29.7452499,3.6,22.695,778.9,5334.0,1.004,4.372
5.32667299,2.26,3.4045,611.4,5831.0,0.921,4.517
0.741057213,26.67,1.05299,1996.3,5496.0,0.776,4.592
2.988085455,21.81,3.68,802.8,5497.0,0.809,4.577
2.783883492,67.17,2.4546,903.9,6028.0,2.147,3.835
0.393727296,23.05,3.02,903.5,5628.0,0.808,4.575
8.17242644,3.29,3.902,864.3,5705.0,0.905,4.499
1295.362215,57.82,28.297,8708.0,5609.0,1.048,4.346
13.0607936,1.45,3.215,236.6,5830.0,0.876,4.54
4.2989201,2.12,2.747,237.6,5300.0,0.986,4.385
25.9518461,22.32,14.581,1058.5,5372.0,0.796,4.584
25.9518536,24.6,14.755,2017.9,5198.0,0.742,4.604
5.68628739,4.5,17.573,5559.7,6052.0,0.956,4.442
15.663886949,27.36,2.4775,5144.4,5996.0,2.221,3.901
4.020628573,16.94,4.4085,20901.0,6210.0,1.033,4.45
5.714817603,9.29,3.14126,12295.0,5695.0,0.842,4.526
185.02288222,49.82,4.87326,43547.0,6025.0,1.367,4.237
2.897432135,14.35,3.1793,1223.7,5970.0,2.994,3.619
8.70420525,2.86,2.9385,1074.9,5074.0,0.863,4.474
8.1280933,1.39,3.727,224.1,5831.0,0.921,4.517
2.83668931,1.19,3.031,166.1,5831.0,0.921,4.517
0.974868896,1.16,1.6191,197.6,5487.0,0.832,4.563
4.89721006,1.48,1.812,274.4,5093.0,0.847,4.483
2.757794163,20.05,2.7644,39043.0,5747.0,0.891,4.514
1.914158508,13.63,3.2917,7829.2,6289.0,1.118,4.407
3.98216698,3.32,2.396,381.3,5570.0,1.548,4.066
0.643794198,19.51,1.5662,456.7,5958.0,0.83,4.561
16.08832318,3.42,5.731,597.8,6157.0,1.33,4.224
10.30067919,2.2,4.885,271.8,6157.0,1.33,4.224
35.6757453,3.02,7.381,471.2,6157.0,1.33,4.224
1.00861677,,0.91,,,,
161.78832712,36.14,5.31,87750.0,6018.0,1.212,4.327
16.56806842,2.54,4.2647,1331.4,4987.0,0.716,4.602
47.3329299,2.18,2.708,931.5,4987.0,0.716,4.602
0.856895349,0.82,1.3078,82.2,6021.0,0.873,4.537
40.8065333,3.71,13.135,313.9,6207.0,2.097,3.963
2.46697039,1.56,1.6345,308.7,5074.0,0.863,4.474
2.624234833,5.11,1.3874,2607.0,5340.0,0.899,4.514
6.61836309,2.98,3.6813,549.1,5529.0,1.294,4.19
107.7214092,4.75,8.042,1396.2,5529.0,1.294,4.19
92.77779,1.92,6.64,359.0,5888.0,1.019,4.444
5.251916208,37.15,4.9095,10624.0,5542.0,0.872,4.52
9.673958488,2.63,3.2641,952.7,5192.0,0.873,4.489
100.3039228,29.55,8.702,5450.0,5055.0,0.772,4.566
200.61103346,,7.13,,,,
0.986620248,43.98,3.9722,1345.8,6243.0,1.385,4.176
1.63484631,,6.11,,,,
14.12847677,2.73,3.685,628.7,5779.0,0.974,4.477
48.6478543,4.14,5.464,641.8,5779.0,0.974,4.477
8.39842977,2.0,6.344,340.1,6309.0,1.044,4.441
8.63847391,5.99,5.4566,395.9,5684.0,3.046,3.657
422.917678,5.89,31.274,1367.7,5796.0,1.444,4.12
140.10765,3.42,18.503,266.8,6207.0,2.097,3.963
3.4815917,1.17,1.8069,135.2,5405.0,1.022,4.374
8.360616221,40.35,7.5385,28066.0,5463.0,2.445,3.79
1.838514968,4.86,2.7391,2721.7,5751.0,0.94,4.508
35.61760233,5.17,8.4559,4634.9,5123.0,0.779,4.523
1.09206833,1.29,1.8596,219.2,5639.0,0.859,4.551
10.12805158,1.95,3.517,477.4,5676.0,0.82,4.548
1.613001111,1.25,2.394,104.1,5580.0,1.205,4.223
3.770551475,12.05,3.8077,12440.0,6322.0,1.075,4.426
1.343767797,18.66,1.9405,4702.6,6324.0,2.312,3.8
29.12436474,15.25,3.4209,6496.0,4457.0,0.481,4.767
31.82814583,35.8,2.917,4456.8,5908.0,0.92,4.507
3.629442796,3.28,5.63,426.6,6506.0,1.217,4.336
0.553261874,97.36,0.8875,1038.1,5679.0,3.142,3.565
5.72812616,1.38,2.0295,643.4,3968.0,0.548,4.714
3.75574267,1.58,2.2911,417.4,5311.0,0.788,4.588
7.44042933,2.74,2.991,547.3,5815.0,0.877,4.54
6.581477136,4.56,3.0896,2318.9,5188.0,0.973,4.4
24.669192732,77.76,7.03515,7382.3,5313.0,9.327,2.936
2.382652873,2.74,1.8888,705.4,5188.0,0.973,4.4
24.66461416,5.34,2.8579,2398.8,5188.0,0.973,4.4
11.51517167,2.9,2.006,1357.4,5177.0,0.798,4.59
7.641567589,4.91,3.41018,2269.7,5356.0,1.055,4.338
30.6113932,19.68,3.576,3472.0,3900.0,0.534,4.727
7.40742502,2.01,3.675,442.0,5922.0,0.961,4.474
569.934135,38.98,4.1904,18904.0,5367.0,2.057,3.783
5.09246539,1.17,3.659,254.0,5037.0,0.751,4.547
110.61576622,,5.0,,,,
1.103971357,1.37,0.926,317.9,5409.0,0.746,4.609
10.916108342,3.93,3.6496,1479.0,5575.0,0.932,4.521
3.353732008,1.65,1.4598,1264.7,3789.0,0.46,4.781
6.877446033,2.05,1.3692,1632.3,3789.0,0.46,4.781
28.46464804,1.87,2.6657,1629.8,3789.0,0.46,4.781
0.293630085,26.35,2.3857,2017.7,5665.0,0.843,4.554
42.89645024,2.0,5.6897,555.3,5192.0,0.873,4.489
2.44199803,1.44,2.759,251.7,5970.0,0.796,4.564
30.5872153,2.32,5.3698,464.8,5944.0,1.082,4.38
7.09712124,0.74,2.1059,369.5,3569.0,0.389,4.861
2.6827683,1.19,2.957,79.8,6180.0,1.223,4.262
3.601465336,2.31,2.2753,777.7,5052.0,0.855,4.48
3.108251172,4.43,2.5048,1867.7,5330.0,0.847,4.495
25.8474958,2.4,5.985,537.4,6297.0,1.031,4.448
40.715561,2.7,6.894,680.9,6297.0,1.031,4.448
20.42720701,4.42,3.447,1273.0,6014.0,0.958,4.494
6.198273591,19.81,7.53837,47303.0,6038.0,0.898,4.524
1.023471798,3.78,2.3499,861.4,5741.0,0.893,4.491
0.51872711,19.07,1.252,714.1,5572.0,0.762,4.597
17.31711739,2.04,3.1518,1473.0,4719.0,0.502,4.753
9.42889884,4.39,4.4481,565.4,5897.0,1.86,3.98
1.096583368,1.35,2.1188,308.5,5222.0,0.763,4.528
9.95639775,28.15,5.615,510.5,6161.0,1.053,4.454
6.50327035,1.67,2.591,418.3,4999.0,0.843,4.49
4.09667624,1.42,2.19,302.3,4999.0,0.843,4.49
1.196548464,1.25,1.2592,224.6,4999.0,0.843,4.49
11.47609015,2.07,5.046,182.3,6071.0,1.41,4.202
25.2630467,1.71,6.22,125.5,6071.0,1.41,4.202
7.1688266,,1.29,,,,
0.677374687,0.9,1.8361,76.7,5718.0,1.037,4.395
10.43547031,1.22,3.4167,210.2,5528.0,0.853,4.499
7.41084314,0.94,3.245,124.1,5528.0,0.853,4.499
28.59914031,1.83,3.6567,1585.1,3755.0,0.461,4.781
24.58716355,2.37,3.984,907.5,5474.0,0.749,4.605
34.193600311,21.95,5.41382,13715.0,6129.0,1.786,3.991
12.53248222,3.24,4.0168,1145.9,5997.0,0.904,4.522
31.201692472,8.31,2.15663,34514.0,3748.0,0.449,4.796
13.19720694,4.18,3.4872,2141.4,4954.0,0.885,4.462
14.85890852,5.94,3.5252,3269.0,5356.0,1.055,4.338
4.08897299,2.36,3.585,157.9,5897.0,1.86,3.98
2.866680334,2.93,1.1264,712.4,5238.0,0.764,4.598
17.44486016,3.24,4.445,826.9,5568.0,0.966,4.413
8.30697421,37.99,2.76,158.7,5300.0,2.124,3.69
2.49705175,,3.79,,,,
7.33685101,1.52,3.548,325.8,5795.0,0.848,4.554
22.65117451,7.62,3.6895,2250.0,6968.0,1.333,4.31
1.204274435,1.19,1.3362,185.8,5668.0,0.849,4.552
7.71790675,0.9,1.84,306.8,3975.0,0.509,4.753
27.6652847,2.21,6.633,469.2,6036.0,1.017,4.396
0.948950734,36.87,4.0245,2133.0,6307.0,1.133,4.391
14.55730897,4.32,7.7643,956.9,5774.0,1.412,4.159
4.722254104,14.45,3.451,82670.0,3801.0,0.488,4.776
0.635069939,57.77,2.07171,33117.0,6340.0,1.058,4.434
6.810823723,26.06,7.98574,14447.0,7226.0,2.079,3.967
0.933746515,25.54,6.6522,2936.6,5252.0,0.716,4.596
1.872421727,5.65,1.5261,3018.9,5337.0,0.825,4.486
33.6528474,3.05,3.9616,1140.8,4954.0,0.885,4.462
5.90127815,1.94,2.1979,1525.2,3731.0,0.498,4.75
8.75209691,1.83,2.3742,1367.6,3731.0,0.498,4.75
22.78078241,2.17,3.3002,1925.1,3731.0,0.498,4.75
2.896005211,1.23,1.6776,614.1,3731.0,0.498,4.75
0.742957911,1.47,0.6688,843.3,3731.0,0.498,4.75
54.35635067,38.81,6.4345,10510.0,6161.0,1.255,4.281
0.54624855,18.93,2.0543,639.7,5414.0,0.714,4.625
18.82744023,2.7,4.664,1006.2,5687.0,0.86,4.538
8.4120069,1.71,3.923,819.6,4502.0,0.621,4.668
5.747711909,1.86,1.8923,820.1,4252.0,0.632,4.64
3.504691252,2.03,1.9811,315.1,5356.0,1.055,4.338
0.995861402,26.93,1.1507,4993.8,5286.0,0.706,4.604
86.67856052,9.83,10.1289,8244.1,5822.0,1.081,4.351
12.21828097,5.1,2.6969,1843.4,5822.0,1.081,4.351
8.387210055,72.52,1.6477,4952.0,6089.0,1.795,4.044
15.2384539,9.84,19.292,7019.0,6384.0,1.086,4.419
0.413334492,31.52,2.3808,2025.1,5973.0,1.016,4.465
0.93374614,149.71,6.551,1717.5,5438.0,4.319,3.424
6.47179275,2.08,6.788,402.5,6341.0,1.033,4.446
64.617518,5.4,5.796,2486.6,5043.0,0.881,4.47
13.21409607,2.77,3.5641,1154.8,5333.0,0.728,4.62
6.05729966,1.94,3.7419,385.2,5334.0,1.004,4.372
3.584101048,4.66,2.7316,2608.1,5739.0,0.922,4.518
1.763587535,21.42,3.16877,4590.6,9107.0,3.031,3.867
5.014234733,10.63,4.589,6536.0,6490.0,1.307,4.32
8.11528727,3.1,3.211,834.9,5926.0,0.887,4.532
36.9250409,3.01,4.9381,902.0,5926.0,0.887,4.532
37.4783492,10.05,5.317,1467.9,3687.0,0.44,4.813
8.09695764,34.0,3.319,283.5,5949.0,1.707,4.024
32.3122867,4.84,6.569,677.8,5821.0,1.494,4.108
9.22961384,2.79,2.235,492.1,6320.0,1.252,4.347
14.5598556,1.64,5.624,290.6,5959.0,0.966,4.46
4.176254191,3.07,3.6716,1360.1,4957.0,0.776,4.594
0.528755447,47.75,5.714,408.5,6151.0,1.954,3.92
6.10027621,2.59,4.7476,766.6,5957.0,0.937,4.506
51.59809554,6.57,2.0153,5869.2,5681.0,0.859,4.551
1500.0,9.8,7.109,9592.0,5606.0,0.76,4.597
10.9110487,2.36,7.033,401.9,5903.0,0.864,4.546
8.408878137,2.28,3.4967,798.9,5551.0,0.812,4.508
10.93725572,2.41,3.0822,421.6,5334.0,1.004,4.372
2.97136658,1.52,2.716,233.3,5334.0,1.004,4.372
158.6850022,3.08,11.5372,898.3,5751.0,1.034,4.34
2.936527336,1.92,1.771,352.3,5359.0,1.002,4.375
7.03902016,2.45,3.8633,529.8,6321.0,1.058,4.434
8.360870704,3.67,2.7144,2039.7,4743.0,0.81,4.516
3.14051153,31.01,8.2806,1444.4,6108.0,0.974,4.443
21.76129812,2.53,1.243,1300.7,4859.0,0.72,4.612
12.713794177,2.31,2.44093,36719.0,2661.0,0.116,5.283
15.801100028,15.61,6.37505,37545.0,5383.0,0.789,4.587
1500.1406772,18.35,25.727,4129.9,5009.0,2.283,3.755
1.739428983,268.65,2.4894,5897.4,5415.0,0.742,4.603
1.217266418,14.49,3.3208,5811.5,6631.0,1.638,4.145
19.563092517,23.76,6.9547,12992.0,6208.0,1.831,3.959
3.7228551,5.67,12.8164,2969.2,5873.0,0.863,4.547
48.93786896,24.19,6.5868,7240.1,7066.0,1.761,4.094
5.48990788,23.6,4.02,598.9,5982.0,0.96,4.493
161.5278347,8.19,3.6734,4653.6,5778.0,1.213,4.285
0.73093905,1.45,2.8437,451.1,4768.0,0.711,4.588
11.39102358,1.67,2.303,448.6,4983.0,0.728,4.617
12.33343853,4.12,6.221,536.4,5896.0,1.24,4.197
8.01500821,2.0,3.0137,363.0,5359.0,1.002,4.375
0.933749941,12.93,6.606,415.3,3682.0,0.48,4.786
7.053934488,2.36,1.7244,511.5,5357.0,0.863,4.498
4.29263699,0.68,2.7,61.4,5357.0,0.863,4.498
7.6746614,2.8,1.9374,503.0,6063.0,1.001,4.47
0.445275074,1.21,2.276,254.7,5346.0,0.725,4.621
1.213770423,0.78,0.5532,1821.0,3292.0,0.148,5.215
0.453287416,0.76,0.4445,1461.5,3292.0,0.148,5.215
10.810132734,13.95,4.4618,6165.2,6211.0,1.284,4.269
1.865114193,0.66,0.4279,1124.8,3292.0,0.148,5.215
3.273699006,22.36,3.07626,6862.8,10816.0,2.493,4.086
7.047103499,51.86,3.3208,71318.0,5730.0,1.035,4.417
0.530300102,35.73,2.8502,3040.0,6184.0,1.038,4.448
1.073917869,33.01,2.4305,1926.6,5962.0,0.959,4.479
4.206096814,32.66,10.7381,1298.1,6306.0,1.076,4.426
19.56313723,9.73,6.8575,5536.0,5766.0,1.077,4.352
2.227718792,8.88,4.9699,1039.0,6038.0,0.922,4.508
0.591914504,27.21,1.0225,1057.7,5122.0,0.655,4.659
36.7704935,2.83,4.42,1346.6,5142.0,0.755,4.602
14.58932429,2.32,2.4184,831.3,5142.0,0.755,4.602
0.764017553,0.86,1.103,128.2,5142.0,0.755,4.602
59.8780258,2.19,4.8027,1419.1,4016.0,0.599,4.658
20.51360192,2.58,3.4769,1174.1,5310.0,0.704,4.608
74.92768653,6.39,4.74,4119.2,5618.0,0.897,4.46
150.0189511,32.6,4.3823,4319.7,5618.0,0.897,4.46
2.613020421,1.5,1.9588,599.7,3883.0,0.517,4.725
0.927859786,1.79,1.4279,515.3,4815.0,0.699,4.631
205.912735,4.68,9.992,2378.8,5644.0,0.969,4.457
7.10695741,1.72,5.1462,131.0,5761.0,1.518,4.091
0.783276173,1.98,1.6735,264.7,5640.0,1.233,4.247
3.17405898,2.09,2.3156,282.2,5640.0,1.233,4.247
2.1395563,1.76,2.0678,266.1,5534.0,1.08,4.338
4.807103254,2.96,0.9393,450.5,5534.0,1.08,4.338
21.4054422,11.64,11.721,409.3,4838.0,4.361,3.299
10.5007712,5.68,14.522,183.4,4838.0,4.361,3.299
2.633852528,1.38,2.0206,259.8,5114.0,0.878,4.463
6.18670882,1.21,2.909,202.6,5114.0,0.878,4.463
1.796320953,1.2,1.9139,210.9,5576.0,0.829,4.503
3.468073,1.29,2.361,243.9,5576.0,0.829,4.503
5.9142668,1.31,2.661,253.2,5576.0,0.829,4.503
14.00640392,3.11,4.6919,716.4,5788.0,1.124,4.323
3.546531809,2.18,2.2746,442.7,5993.0,0.986,4.489
5.70070626,2.03,1.6408,379.8,5993.0,0.986,4.489
20.8341497,2.26,4.522,803.1,5296.0,0.808,4.538
7.0556584,2.13,3.0479,705.6,5296.0,0.808,4.538
10.47548084,2.11,2.3024,1070.7,4463.0,0.611,4.677
22.92886314,2.08,2.0831,908.9,4463.0,0.611,4.677
77.4740991,2.63,4.168,1543.6,4463.0,0.611,4.677
345.1589354,7.79,7.5646,5087.9,5597.0,0.931,4.515
6.88595222,2.68,4.148,428.5,5616.0,0.999,4.394
99.6442783,8.48,5.1772,3215.6,6102.0,1.016,4.447
3.125814002,1.88,1.7895,238.8,6358.0,1.181,4.346
5.660669429,3.24,4.6483,737.8,5746.0,1.173,4.266
10.80487163,1.71,2.7215,292.7,6092.0,0.998,4.471
13.71938426,1.98,5.5677,316.4,6387.0,1.105,4.41
29.2214959,1.81,4.014,394.0,5576.0,0.829,4.503
44.8520997,3.35,3.5729,780.8,5514.0,1.071,4.345
20.34237838,2.88,2.3351,564.6,5514.0,1.071,4.345
118.3786735,3.4,9.5574,1083.3,5657.0,1.046,4.364
23.58444746,3.0,5.5545,429.2,5655.0,1.354,4.152
11.97884409,2.11,3.751,707.9,5296.0,0.808,4.538
3.71545593,1.46,2.558,331.7,5296.0,0.808,4.538
2.58083264,1.31,2.1729,270.2,5296.0,0.808,4.538
1.487084251,1.6,1.3233,295.7,5650.0,0.876,4.551
19.25404023,3.04,4.6509,987.7,5798.0,0.941,4.507
15.0549356,1.6,4.801,256.4,5616.0,0.999,4.394
2.92721119,1.29,2.545,170.2,5616.0,0.999,4.394
38.2856338,1.77,6.512,322.8,5616.0,0.999,4.394
19.80787763,2.08,3.453,616.3,5775.0,0.84,4.558
2.343230566,1.18,2.0424,246.5,4798.0,0.782,4.533
19.03723442,5.74,3.3882,401.3,5248.0,2.892,3.523
2.73987398,34.83,4.15886,20632.0,6520.0,2.26,3.844
5.801880653,19.91,4.2608,41924.0,5845.0,0.874,4.541
85.34092607,1177.65,10.6141,51746.0,6004.0,0.898,4.522
0.782045734,45.05,1.7945,16185.0,6113.0,0.995,4.463
0.576078683,23.23,1.63253,10085.0,5693.0,0.816,4.57
10.1171684,3.07,4.6677,288.7,6306.0,1.792,4.077
19.12947603,4.23,3.9622,451.2,5372.0,1.71,4.007
83.5781976,6.63,7.2487,630.8,6056.0,2.562,3.788
6.1469956,2.04,3.3153,249.6,6110.0,1.296,4.285
0.522457732,1.52,0.8907,143.8,5991.0,0.954,4.459
54.1558384,3.88,4.432,1109.8,5798.0,0.941,4.507
3.548465446,14.92,4.56904,7251.5,6290.0,1.746,4.074
11.1199028,2.08,3.3759,636.3,5078.0,0.766,4.581
0.567856484,1.55,1.0258,334.8,5073.0,0.853,4.483
251.0597249,44.2,5.1095,7419.8,5714.0,1.086,4.34
11.70219638,16.15,2.6658,639.7,5758.0,0.762,4.596
40.7150498,2.2,8.587,563.9,5968.0,0.881,4.534
10.44635944,2.18,2.749,354.2,5968.0,0.881,4.534
2.508553286,1.28,2.2664,211.6,5814.0,0.881,4.523
13.75129636,1.66,3.853,348.5,5814.0,0.881,4.523
0.885747456,269.98,4.4788,895.2,5487.0,10.396,2.816
3.611541977,28.07,8.6068,2972.3,5203.0,0.802,4.504
8.041347775,1.29,2.6332,591.0,3980.0,0.54,4.722
5.082722475,4.4,5.9139,1974.1,5780.0,1.0,4.438
78.9257421,11.9,7.5193,17972.0,5750.0,0.882,4.538
9.991625291,38.93,3.8552,3450.5,5874.0,1.096,4.338
8.57504983,4.26,8.653,160.6,4986.0,3.464,3.462
6.84639884,1.9,3.4919,149.7,6065.0,1.31,4.251
7.64970832,1.43,6.625,55.4,5855.0,1.613,4.125
12.37679312,,3.85,,,,
10.30401132,1.84,4.2246,316.1,5657.0,1.046,4.364
2.171827838,58.56,3.2205,42086.0,5650.0,0.891,4.513
3.016182013,2.25,2.8349,222.5,5611.0,1.4,4.144
6.8833761,1.69,2.2702,458.4,5679.0,0.794,4.581
0.833980196,1.45,1.756,261.2,5747.0,0.871,4.53
69.62754202,,11.07,,,,
1.926353494,1.33,2.5305,185.1,6063.0,0.899,4.481
0.890737359,20.57,1.9257,195.8,5687.0,1.169,4.293
5.41908491,1.38,2.3379,231.0,5814.0,0.881,4.523
7.01733571,1.61,3.567,255.5,6052.0,0.967,4.456
6.91134223,1.9,5.6743,201.7,5685.0,1.35,4.194
394.6249514,7.79,24.108,2013.3,5910.0,1.727,4.03
7.19304935,1.59,3.407,255.3,6185.0,0.991,4.472
86.64764448,9.4,4.2326,7311.6,5522.0,1.12,4.323
36.33750453,5.3,7.06,2828.4,5717.0,0.884,4.538
14.64613058,2.22,5.688,593.5,5717.0,0.884,4.538
148.272013,4.3,4.192,1707.4,5717.0,0.884,4.538
1.506507172,13.4,4.5346,880.9,3755.0,0.473,4.774
1.634614356,44.22,3.4422,19762.0,6121.0,0.97,4.468
16.025018977,1069.01,3.8828,29090.0,5776.0,0.789,4.582
10.50682978,9.01,3.7769,13356.0,5127.0,0.782,4.589
0.711966971,33.34,2.0221,6227.5,5486.0,0.83,4.47
17.72724392,14.77,4.1073,16878.0,6181.0,1.006,4.464
321.2124365,7.25,4.012,2358.6,6018.0,1.286,4.257
7.13895376,49.96,4.568,254.2,7131.0,2.145,3.913
4.4645454,3.07,2.8823,194.3,6093.0,1.985,3.91
11.29689442,1.74,4.623,198.5,6096.0,1.176,4.358
19.30112039,1.66,6.0752,232.3,5687.0,0.943,4.408
1.20320092,49.25,1.9197,2807.1,6218.0,1.349,4.198
5.968724048,3.26,3.651,510.6,6122.0,1.439,4.173
10.980246199,21.94,3.74464,50078.0,5952.0,0.897,4.462
2.144632238,59.19,6.2701,19837.0,6296.0,1.305,4.24
27.32204488,21.58,5.6716,77474.0,5620.0,0.772,4.592
1.152216965,187.73,2.2245,12072.0,5560.0,15.113,2.619
5.2972293,47.7,3.799,1210.5,4631.0,14.296,2.386
133.460999,11.21,11.4997,5032.9,5588.0,1.593,4.047
5.188563677,1.0,2.3683,358.7,3980.0,0.54,4.722
15.19423359,3.69,3.106,367.8,5588.0,1.593,4.047
14.17098745,4.19,3.4804,3070.8,5107.0,0.777,4.565
31.9734169,24.1,13.262,1414.4,4931.0,0.774,4.595
3.990105908,7.45,2.4108,6154.9,5926.0,0.913,4.519
0.52205862,27.16,2.0847,1381.3,5359.0,0.878,4.478
10.035381809,4.42,3.4062,2829.7,5813.0,0.833,4.561
53.100942624,24.02,2.2868,19981.0,5465.0,0.973,4.396
5.80181368,4.52,4.119,269.6,6020.0,2.097,3.86
15.6402515,18.11,6.222,800.3,5346.0,0.826,4.491
0.691666384,0.58,1.9603,35.6,5687.0,0.943,4.408
5.62154315,1.37,2.4143,172.3,5637.0,0.96,4.439
1.074106954,0.52,1.9797,64.5,4699.0,0.676,4.637
5.117401517,28.41,4.3056,62929.0,6161.0,1.053,4.454
4.20233673,23.53,3.6973,45982.0,6185.0,1.094,4.396
8.50698069,1.9,2.938,295.5,5822.0,0.986,4.428
15.60865244,6.17,6.26,311.4,8014.0,2.43,3.94
0.669310092,1.13,1.6274,131.8,5475.0,1.003,4.426
4.494498254,62.11,1.9742,248.2,5117.0,3.403,3.578
44.9306706,2.49,6.539,438.4,6121.0,1.164,4.397
14.13175309,3.02,4.0136,1033.0,5616.0,0.822,4.564
1.061934816,25.72,3.2551,437.2,5730.0,0.87,4.545
11.41926141,1.48,3.9908,915.6,3823.0,0.492,4.765
5.93821065,61.63,2.5128,522.5,6123.0,0.85,4.545
268.9410974,13.57,5.4434,9010.2,5798.0,1.306,4.224
0.655001616,31.77,1.8136,271.2,6426.0,2.089,3.965
80.9669561,5.04,2.5276,4733.0,5611.0,0.737,4.61
33.1996355,2.85,5.022,1112.5,5102.0,0.88,4.463
8.65306587,19.78,4.486,1048.1,4641.0,0.694,4.589
6.80082032,1.88,1.9883,699.9,4805.0,0.688,4.633
19.30581662,4.0,4.2902,709.1,5661.0,1.522,4.09
3.221785738,25.03,3.3411,46379.0,6250.0,1.041,4.411
0.6243875,29.45,1.92102,36855.0,5211.0,0.618,4.644
18.610092584,55.23,4.98308,50834.0,6077.0,0.891,4.526
13.22175358,2.38,2.7884,876.5,5211.0,0.799,4.556
1.137525054,42.74,2.68228,18006.0,5912.0,0.937,4.467
23.799939273,51.74,5.02319,60186.0,5934.0,0.957,4.473
7.16893064,1.61,4.6766,112.8,6221.0,1.458,4.198
54.325574,0.76,9.86,44.2,6343.0,1.137,4.411
20.01959599,,7.0,,,,
1.22775877,48.79,2.7545,46148.0,6207.0,1.044,4.412
40.24649897,97.54,6.0203,159410.0,6594.0,1.691,4.051
2.27999662,20.74,5.7777,12831.0,6594.0,1.691,4.051
2.48658617,24.39,2.7189,42122.0,5892.0,1.198,4.35
5.729317577,2.41,1.1816,865.4,5320.0,0.786,4.589
11.776132317,2.08,2.8971,1430.8,3980.0,0.54,4.722
11.60908533,1.71,2.2603,489.3,5320.0,0.786,4.589
162.0479502,11.52,9.8974,4840.5,6309.0,1.567,4.16
0.530967162,23.72,3.3659,244.9,6449.0,1.193,4.316
40.05881661,3.43,5.595,1239.4,5668.0,0.868,4.545
6.09747233,2.22,3.431,217.6,5661.0,1.522,4.09
56.637918,3.68,6.172,589.7,5661.0,1.522,4.09
2.243016513,1.37,2.721,299.6,5462.0,0.732,4.614
8.6531216,22.58,4.39,654.8,5421.0,0.852,4.564
8.99088621,2.78,4.2447,469.7,5881.0,1.171,4.315
34.064566412,15.57,9.6114,28450.0,6161.0,0.892,4.517
4.350087749,24.77,2.6428,23593.0,6060.0,0.953,4.495
1.744101106,7.21,1.5497,9681.4,4368.0,0.703,4.593
7.981187121,18.75,1.8071,7609.5,6217.0,0.989,4.472
4.118775582,4.48,3.76,2647.7,5944.0,0.802,4.579
1.694740233,2.12,1.6864,1446.8,3764.0,0.527,4.739
0.971933156,50.75,1.9265,4786.0,5592.0,0.931,4.445
121.5991278,379.63,15.1596,10537.0,6036.0,0.847,4.551
15.068060768,16.43,3.3011,19387.0,5982.0,0.96,4.493
7.886632468,8.99,5.2147,6331.2,5847.0,1.135,4.304
8.027681123,8.43,3.0942,8725.4,5569.0,0.887,4.546
704.962626,4.53,18.003,2319.1,5305.0,0.818,4.489
50.28635977,3.88,6.3212,1119.3,5900.0,1.167,4.309
22.79020351,2.57,5.0394,617.9,5478.0,1.053,4.354
13.26079792,1.47,3.912,199.4,5478.0,1.053,4.354
1.061932545,2.29,2.1429,133.6,6134.0,1.851,3.975
127.8334997,9.46,10.914,1829.9,6505.0,2.17,3.973
10.21864532,2.33,3.802,445.3,6100.0,1.083,4.376
