Orbital Period,Planetary Radius,Transit Duration,Transit Depth,Star’s Effective Temperature (Kelvin),Star’s Radius (in solar radii),Star’s Surface Gravity (log10(cm/s²))
14.5893928,,15.54,,,,
5.49548533,1.3,2.461,85.8,6157.0,1.392,4.159
2.89494709,1.16,3.254,45.8,7087.0,1.684,4.137
0.980505042,26.35,1.4068,426.6,5794.0,1.059,4.372
20.4853893,3.6,10.229,89.5,4938.0,3.324,3.45
3.58273837,1.64,1.523,360.5,5448.0,0.872,4.517
15.604841,1.57,4.543,73.4,6254.0,1.706,4.019
75.681309,1.64,11.62,107.7,6297.0,1.506,4.155
0.762950224,1.0,1.133,187.3,5385.0,0.731,4.61
62.060783,2.11,28.203,472.9,5526.0,0.784,4.578
170.995748,4.9,3.88,477.1,6127.0,1.983,3.991
12.4252735,2.37,20.756,84.7,6156.0,2.557,3.703
39.2820405,58.67,3.344,157.5,6143.0,2.136,3.81
361.54561249,,25.28,,,,
19.5650801,0.97,4.242,61.7,6180.0,1.235,4.294
355.79978,1.87,5.972,172.3,6350.0,1.394,4.225
410.99389,2.09,12.01,550.0,5471.0,0.898,4.533
2.17823752,0.64,2.259,44.0,6052.0,0.969,4.422
1.404674486,0.86,5.056,155.5,4716.0,0.609,4.65
24.9097436,2.24,3.856,150.2,6596.0,1.757,4.037
12.3101351,1.51,3.797,263.7,5009.0,0.84,4.491
2.61576515,1.06,2.777,120.4,6088.0,0.958,4.446
409.2452,2.1,13.06,531.2,5910.0,0.911,4.466
6.94245216,1.34,3.491,160.8,6108.0,1.03,4.466
5.53312006,1.05,3.486,53.1,6170.0,1.425,4.15
200.721168,3.32,9.91,822.5,5566.0,1.17,4.275
9.4061364,1.14,4.882,79.5,5855.0,1.268,4.24
0.935086665,1.18,1.12,71.2,6762.0,1.348,4.282
1.489457454,1.58,3.028,56.3,6316.0,2.087,3.908
1.181165291,1.52,1.013,370.4,5203.0,0.747,4.582
66.373298,1.99,8.559,415.0,6143.0,0.976,4.47
13.61165024,1.46,7.617,95.5,6170.0,1.499,4.192
6.24564633,1.06,2.459,212.0,4858.0,0.707,4.622
0.945829261,0.86,1.715,98.2,5959.0,0.859,4.546
10.8614163,1.01,6.02,64.8,6339.0,1.017,4.454
0.973160836,1.22,0.864,138.3,6108.0,1.03,4.466
4.05943749,2.11,3.245,105.4,5051.0,1.655,3.978
7.03965141,2.72,3.141,268.7,5902.0,1.513,4.128
4.72519164,3.98,3.751,98.8,6655.0,3.831,3.49
6.39903778,6.54,3.15,186.6,5178.0,4.856,3.286
66.6434565,2.99,2.385,277.3,5751.0,1.164,4.339
0.739761008,9.67,7.589,292.1,3417.0,0.35,4.9
0.950735805,1.39,1.1434,175.1,6039.0,1.005,4.478
369.819993,4.25,20.232,1599.0,4806.0,0.839,4.495
2.17815935,1.22,1.839,116.3,6258.0,1.098,4.413
160.850075,3.41,9.427,428.1,5999.0,1.507,4.168
0.720460644,37.33,1.7846,2111.5,6304.0,1.058,4.435
3.7948721,16.1,1.713,305.1,5883.0,0.793,4.58
122.0804953,2.92,4.054,799.9,5132.0,0.77,4.571
6.2614227,0.81,4.779,51.4,6384.0,1.121,4.361
3.70386741,0.86,1.41,125.7,5496.0,0.776,4.592
0.638437699,2.48,0.3028,286.8,5073.0,0.824,4.571
1.8912851,19.96,6.182,1223.4,4700.0,0.707,4.605
19.8751355,2.49,8.041,109.0,6918.0,2.004,4.021
343.42046,2.15,11.11,482.7,6115.0,0.967,4.469
3.47148164,0.85,4.679,122.7,5297.0,0.716,4.626
5.94373492,1.14,1.847,301.0,4391.0,0.682,4.598
244.60373,2.1,10.87,769.8,5166.0,0.771,4.593
85.7567919,2.99,5.695,159.1,5037.0,2.213,3.783
2.18660188,0.98,1.585,122.3,4904.0,0.772,4.535
7.2929891,0.73,4.053,72.5,5959.0,0.856,4.549
3.1339356,1.58,4.477,203.7,6137.0,1.018,4.46
2.55315031,1.25,1.849,185.3,5970.0,0.908,4.521
2.936587946,1.77,1.8952,279.6,5455.0,0.909,4.421
145.786556,1.82,4.891,378.0,5578.0,0.95,4.44
1.33254212,1.45,3.848,37.4,6613.0,2.237,3.87
10.7769944,1.15,2.616,185.6,5455.0,0.852,4.457
2.5093344,1.47,1.833,184.3,6278.0,1.081,4.425
0.918921494,1.49,0.9425,321.0,5655.0,0.833,4.561
7.84931877,0.81,3.747,68.2,5678.0,0.99,4.365
67.7125988,82.63,1.538,542.4,6309.0,0.847,4.517
12.4285576,2.22,13.98,620.1,5492.0,0.752,4.604
1.275511306,0.84,1.889,69.3,5921.0,1.015,4.418
5.78159956,1.7,2.222,72.8,6443.0,1.884,4.023
8.4805019,1.26,8.345,164.9,5555.0,0.737,4.554
24.5607107,1.13,8.679,55.2,6170.0,1.499,4.192
2.94648935,0.89,3.155,57.0,6481.0,1.171,4.378
1.227986164,1.17,1.551,150.5,5746.0,0.931,4.435
2.11548883,1.29,4.008,169.5,5952.0,0.971,4.489
358.96247,2.37,23.49,670.8,5743.0,0.904,4.527
2.17815196,1.09,2.445,245.0,5357.0,0.7,4.634
342.315407,3.15,12.476,719.7,6425.0,1.164,4.373
1.089077224,1.0,2.705,152.7,5118.0,0.83,4.547
1.288066288,34.84,6.4616,10083.0,5233.0,0.639,4.625
24.6683831,1.76,8.556,109.2,6059.0,1.554,4.151
2.31894284,0.87,5.321,66.5,5780.0,1.0,4.438
6.98472143,1.19,2.724,90.7,5839.0,1.227,4.279
349.41047,2.41,15.02,652.8,5878.0,0.945,4.512
0.562563871,0.69,1.591,34.6,6577.0,1.145,4.381
0.93373458,0.93,4.364,127.7,5335.0,0.804,4.577
1.33251948,1.64,3.733,233.7,5926.0,1.058,4.381
168.84663,1.45,9.75,215.1,5897.0,0.992,4.489
14.8162925,1.57,4.973,108.2,6356.0,1.325,4.27
160.4122022,4.45,4.92,2538.0,5269.0,0.727,4.62
3.98167088,0.79,3.609,44.7,6484.0,1.173,4.377
4.34195312,0.94,2.598,73.3,6164.0,1.09,4.378
122.358116,2.15,10.768,352.8,5998.0,1.139,4.324
7.298142,1.6,3.024,370.5,5119.0,0.834,4.508
18.5010898,1.62,3.179,421.1,5242.0,0.734,4.613
7.016016,1.72,3.8,169.0,6642.0,1.136,4.39
0.569961046,1.04,1.446,44.2,5814.0,1.549,4.066
42.068554,1.32,5.723,186.3,6122.0,0.964,4.487
1.121634781,0.6,1.155,71.5,4518.0,0.72,4.589
1.33256979,0.97,3.293,104.2,6089.0,0.95,4.495
0.536650896,18.45,4.702,273.2,5819.0,0.881,4.494
397.73699,3.05,11.76,1131.5,5313.0,0.768,4.521
2.17818699,1.03,2.686,115.8,5584.0,0.932,4.428
6.23968392,1.55,0.668,155.9,5751.0,1.143,4.303
3.60082855,1.36,1.938,296.3,4838.0,0.796,4.524
15.5714121,0.72,2.294,173.5,3872.0,0.557,4.714
3.59645081,1.66,2.661,149.6,5887.0,1.235,4.292
20.6579443,1.27,8.798,98.2,5468.0,1.306,4.171
0.760941405,1.18,1.773,186.6,5629.0,0.87,4.553
137.665706,15.41,3.732,536.9,4832.0,6.897,2.953
370.90237,1.97,10.558,545.8,5835.0,0.847,4.554
321.55087,1.68,5.863,397.0,5835.0,0.847,4.554
1.54038914,0.84,1.683,71.8,5974.0,0.989,4.422
71.76236302,25.76,29.435,8591.9,5529.0,2.817,3.685
16.3368863,1.27,3.597,225.9,5410.0,0.859,4.49
1.63668262,103.99,1.907,921.7,5234.0,3.739,3.436
11.615625,2.84,2.233,191.2,5332.0,1.453,4.083
110.978266,1.86,11.312,150.2,5883.0,1.529,4.149
0.952378454,1.46,3.892,43.8,6963.0,1.375,4.25
6.08003714,1.07,1.308,184.0,4991.0,0.804,4.513
3.035206175,3.59,0.6182,696.9,5505.0,0.873,4.503
358.96844,2.7,21.71,807.8,6117.0,0.947,4.496
2.21316437,0.95,3.874,116.1,5921.0,0.83,4.465
173.2578372,117.29,2.027,687.0,6392.0,1.162,4.399
0.530967987,1.08,1.812,26.9,8473.0,2.052,4.123
6.30558387,2.52,2.619,193.1,4934.0,1.756,3.927
4.2058608,1.14,7.39,182.0,5590.0,0.839,4.56
41.6757509,2.1,10.848,142.0,5745.0,1.763,3.957
11.49589567,1.59,2.256,108.3,6290.0,1.506,4.133
8.4803326,1.35,5.918,35.6,6245.0,2.179,3.826
0.609926502,1.12,1.2529,133.8,5936.0,0.965,4.501
0.750744255,17.07,1.7921,170.6,6187.0,0.937,4.499
0.991659646,1.19,2.215,77.3,6117.0,1.244,4.315
8.4795266,1.18,6.052,163.3,5841.0,0.931,4.52
49.4746966,1.62,10.46,291.0,5952.0,0.928,4.475
118.609553,2.86,22.74,380.9,5017.0,0.792,4.531
1.62888267,0.92,1.72,130.9,5398.0,0.811,4.571
0.616386349,2.94,0.8136,79.4,5665.0,3.266,3.58
1.920062587,1.12,1.437,226.8,5266.0,0.741,4.611
88.91323139,,2.92,,,,
7.07162308,1.42,2.587,123.0,6313.0,1.259,4.24
6.96352699,1.4,3.192,68.1,6040.0,1.686,3.978
64.2729088,5.38,12.136,1213.9,6341.0,1.299,4.278
3.4327371,0.75,4.001,63.2,5757.0,0.881,4.536
13.8452726,2.34,2.555,93.2,6845.0,2.324,3.89
0.687506554,8.73,1.441,130.3,4643.0,7.906,2.595
0.566801617,0.88,2.75,24.9,6287.0,1.693,4.064
0.909127736,0.98,1.431,98.7,5486.0,0.996,4.389
371.63327,1.83,14.92,107.0,5802.0,1.59,4.073
1.450889836,1.21,1.753,135.7,6046.0,1.023,4.423
5.72716067,1.4,2.23,310.9,4838.0,0.796,4.524
407.59415,2.11,7.3,462.4,6198.0,0.974,4.402
10.30148508,1.6,3.903,162.7,5887.0,1.235,4.292
17.8007815,1.02,6.547,44.5,6240.0,1.252,4.326
358.101884,0.95,6.393,114.0,5786.0,0.856,4.526
1.717859841,1.45,0.908,66.3,6694.0,1.732,4.084
46.0771501,,3.03,,,,
42.62423329,,1.47,,,,
0.447861451,1.42,0.8541,265.4,5901.0,0.848,4.553
7.3422467,1.6,2.029,366.8,5573.0,0.839,4.562
8.1134681,0.92,4.961,40.5,6011.0,1.409,4.123
3.036208739,1.4,0.9324,1820.5,3464.0,0.328,4.923
18.0541469,1.51,4.587,283.1,5505.0,0.909,4.501
5.4675514,1.07,3.283,87.2,5557.0,1.151,4.288
1.01530474,64.77,8.7622,16445.0,6428.0,1.44,4.226
94.180473,4.17,7.345,1104.4,6997.0,1.0,4.475
1.538185321,1.29,1.683,277.2,5107.0,0.723,4.615
1.332567643,0.62,4.284,56.7,5687.0,0.79,4.582
1.089076495,0.75,2.274,43.7,6444.0,1.079,4.416
1.662710314,2.16,1.83,85.9,6028.0,2.244,3.842
472.071079,2.01,5.759,252.6,6186.0,1.253,4.358
0.888478095,1.51,1.5312,340.4,5553.0,0.806,4.577
2.18242002,0.7,4.103,69.7,5808.0,0.786,4.583
0.503999678,2.97,0.5421,975.6,4898.0,0.568,4.686
2.66588544,0.98,5.004,167.0,4965.0,0.771,4.536
309.25581,2.18,10.72,421.4,6060.0,1.057,4.419
2.44232399,1.1,1.921,229.0,4849.0,0.738,4.561
7.61758198,1.0,3.545,85.4,6202.0,1.072,4.401
41.477908,1.09,10.45,29.9,6935.0,1.918,3.95
42.1003351,1.42,1.0834,214.0,5595.0,0.82,4.57
2.20923119,0.84,2.392,59.8,5991.0,1.092,4.375
260.54832,1.35,15.52,161.6,6412.0,1.04,4.44
370.47678,2.37,15.69,656.2,6050.0,0.896,4.525
5.88350251,1.27,2.556,217.7,5840.0,0.849,4.553
0.662457501,8.3,1.527,64.1,6425.0,2.16,3.862
1.33258458,1.25,3.222,127.0,6384.0,1.086,4.419
1.182862515,1.26,2.928,22.3,6017.0,2.639,3.699
0.539915033,0.82,1.1466,97.0,5102.0,0.837,4.502
372.54353,74.14,21.83,1106.0,5561.0,0.836,4.557
2.20829637,1.36,2.841,87.9,6028.0,1.454,4.189
0.849906734,0.59,1.141,124.3,4296.0,0.505,4.733
26.6565737,4.15,4.954,163.4,5159.0,3.062,3.604
4.4408541,1.74,8.083,33.9,5159.0,3.062,3.604
373.72257,67.13,14.21,470.9,6004.0,1.008,4.45
8.18504859,0.93,4.673,97.6,5984.0,0.906,4.521
10.78438513,75.04,1.408,233.6,5575.0,3.515,3.516
10.42317343,1.07,2.341,71.2,5767.0,1.135,4.287
0.566804221,0.85,4.639,166.0,5277.0,0.64,4.625
2.022658,1.15,3.343,135.7,6091.0,0.967,4.487
316.57747,1.47,14.64,269.1,5822.0,0.898,4.529
1.8679943,0.7,1.087,73.4,5487.0,0.815,4.568
8.9172863,1.39,4.468,196.3,6210.0,0.986,4.467
0.519437968,20.48,2.129,226.2,6181.0,1.006,4.464
1.33807075,0.6,1.425,20.2,6355.0,1.319,4.299
1.105095798,0.89,2.624,141.7,5296.0,0.752,4.604
245.01902,1.98,8.56,375.9,6167.0,1.01,4.451
153.979362,2.53,9.028,792.5,5858.0,0.903,4.502
10.2239787,24.43,1.814,213.5,4673.0,16.823,2.412
56.4148314,2.9,8.075,480.1,6325.0,1.112,4.409
2.18079098,3.29,12.13,83.2,6911.0,3.339,3.661
20.9254083,1.26,6.783,109.0,5821.0,1.21,4.283
13.0600399,0.8,2.851,106.8,5168.0,0.769,4.566
0.641069613,0.86,1.033,78.6,6077.0,0.961,4.451
2.2430415,0.89,3.63,101.1,5897.0,0.891,4.531
1.21475168,5.5,6.93,266.1,6732.0,3.276,3.632
17.3731821,1.31,3.36,71.7,6180.0,1.54,4.155
1.97507424,1.08,2.61,130.5,6065.0,0.947,4.495
27.4784659,1.52,7.5,83.2,5432.0,1.707,3.993
244.86662,1.46,10.56,289.5,5821.0,0.848,4.554
1.30627214,0.87,5.144,95.4,5513.0,0.862,4.543
62.366706,1.88,4.32,95.4,6749.0,1.9,4.031
0.933732791,0.9,3.056,96.9,5496.0,0.927,4.405
53.106597,2.2,2.914,82.4,7217.0,2.343,3.893
360.15417,2.99,12.806,790.6,6065.0,1.061,4.452
3.3879165,1.09,1.818,78.6,5702.0,1.245,4.247
1.42856815,0.64,2.132,59.5,5979.0,0.822,4.557
381.850599,3.59,4.772,1702.0,5485.0,0.867,4.556
10.81315417,1.46,1.275,80.3,6380.0,1.46,4.24
359.08368,29.15,15.67,618.7,6256.0,0.932,4.493
58.7488629,1.75,3.191,473.6,5574.0,0.805,4.505
3.74784374,1.08,3.658,116.5,6122.0,0.996,4.471
64.740274,1.35,15.082,113.1,5999.0,1.177,4.263
5.38299284,0.78,3.336,35.1,6256.0,1.293,4.27
1.71028117,0.91,2.61,111.6,5910.0,0.855,4.55
2.0481582,1.16,1.899,183.3,5799.0,0.86,4.548
140.251943,1.84,6.576,567.7,4821.0,0.788,4.529
14.7179342,1.25,5.844,132.3,6102.0,1.018,4.449
0.570828503,0.54,0.915,174.4,3585.0,0.388,4.868
134.4665,2.48,5.27,1032.0,4891.0,0.791,4.524
0.909314811,0.99,2.2053,40.5,6508.0,1.447,4.163
207.24785,1.56,6.159,809.2,4339.0,0.553,4.711
186.55347,1.86,13.57,334.5,6187.0,1.006,4.446
5.99078221,1.03,1.699,69.9,5721.0,0.972,4.442
14.0801852,1.04,3.402,90.7,5984.0,1.089,4.421
2.440839436,21.29,0.968,509.5,4803.0,0.698,4.623
23.6223571,1.07,6.852,57.0,6144.0,1.393,4.149
19.2527652,1.24,4.862,138.5,6258.0,1.046,4.442
3.28931936,50.51,1.921,166.0,6335.0,1.072,4.427
1.08195208,0.47,4.807,33.6,5233.0,0.824,4.489
0.512583041,1.07,1.498,114.3,6077.0,0.999,4.471
219.20579,2.66,14.5,207.8,6990.0,1.785,4.115
2.29794819,0.98,2.84,83.2,6371.0,1.072,4.426
368.11581,2.11,13.52,476.2,6122.0,0.964,4.487
368.52466,3.05,11.9,680.3,6343.0,1.137,4.411
4.54586982,0.65,1.756,76.5,5051.0,0.721,4.562
3.48754109,0.72,1.811,85.1,5252.0,0.783,4.593
0.542498653,2.25,4.257,54.9,8711.0,2.954,3.795
8.0772455,2.61,7.272,79.2,5684.0,2.032,3.915
364.08733,1.39,14.09,372.0,5376.0,0.727,4.601
21.5819776,0.91,13.734,47.6,5601.0,1.342,4.144
5.75651958,0.83,2.309,65.3,6208.0,1.024,4.454
91.95723,2.66,10.471,308.4,5854.0,1.528,4.114
7.51731745,1.19,2.484,170.7,5525.0,0.923,4.488
3.08723626,1.2,2.615,101.9,6418.0,1.171,4.395
0.592562969,25.97,3.0869,1546.4,5728.0,0.804,4.575
44.6966177,2.46,10.532,257.3,5929.0,1.518,4.123
8.5275894,1.28,2.959,112.5,6469.0,1.193,4.385
3.07714195,1.08,3.571,34.2,6108.0,1.336,4.251
3.83488354,1.2,2.026,243.0,5515.0,0.775,4.592
31.97181,0.95,12.277,117.4,5632.0,0.853,4.554
5.81289843,0.93,3.979,76.3,6175.0,1.041,4.41
6.44173995,1.41,1.635,107.7,6088.0,1.339,4.225
0.631106722,0.63,0.9942,49.2,5400.0,0.898,4.443
176.17377,1.76,14.58,349.9,5957.0,0.937,4.506
114.336052,2.09,14.077,239.8,5802.0,1.316,4.218
0.63938062,51.53,1.2067,308.0,6607.0,1.204,4.363
8.8233996,1.13,6.735,104.6,5602.0,1.121,4.269
0.566801045,1.42,1.7499,188.3,6106.0,0.982,4.405
0.992799002,40.12,3.4878,1653.0,6217.0,0.989,4.472
1.5184181,1.85,2.842,196.8,6302.0,1.269,4.259
0.96807117,0.72,1.677,104.8,5367.0,0.687,4.639
3.55661906,0.72,5.396,23.3,6018.0,1.458,4.081
40.0691482,13.25,2.928,784.1,5485.0,0.762,4.575
11.6933447,1.12,6.551,66.9,6049.0,1.354,4.248
0.56256804,0.63,1.686,4.5,9005.0,2.773,3.84
8.79991878,224.56,41.564,869.1,8092.0,3.267,3.725
4.02745396,0.98,1.33,85.2,6174.0,1.041,4.398
4.96061094,0.59,2.864,20.4,6117.0,1.298,4.244
349.03703,2.27,4.76,777.0,5583.0,0.824,4.559
177.8135,1.83,9.76,417.7,5822.0,0.898,4.529
1.4733245,1.03,1.406,124.0,5751.0,0.921,4.431
101.952048,1.31,5.991,152.5,6210.0,1.054,4.407
2.41795911,0.53,2.727,100.5,4623.0,0.534,4.719
183.854867,2.4,14.996,520.6,6225.0,1.031,4.45
5.93218209,1.39,4.507,205.3,5843.0,0.977,4.474
96.384483,2.41,5.253,591.0,5919.0,1.0,4.485
6.05552018,0.92,2.818,134.6,5352.0,0.805,4.585
12.4418003,0.57,3.572,78.4,4926.0,0.662,4.653
54.333582,1.7,10.545,152.0,5500.0,1.221,4.228
4.11754421,1.02,4.362,34.3,6263.0,1.726,4.024
293.60581,1.37,11.07,165.3,6167.0,1.064,4.444
2.78801663,0.91,17.354,14.0,7523.0,2.206,3.986
3.94660745,1.4,2.705,309.4,5376.0,0.806,4.576
4.99473798,0.82,3.05,99.5,5406.0,0.819,4.569
122.749053,6.13,8.342,1041.2,5619.0,0.976,4.488
4.37992345,0.81,4.949,15.5,6311.0,1.918,3.993
368.48518,1.98,11.26,301.8,6140.0,1.096,4.354
169.894419,2.66,2.525,178.7,6382.0,1.961,3.94
26.190289,1.05,2.148,51.8,6434.0,1.441,4.208
203.511886,2.07,3.671,167.1,6967.0,1.565,4.193
3.70858595,1.33,1.94,305.4,5420.0,0.771,4.596
9.4527721,1.3,3.817,197.3,5973.0,0.857,4.547
4.3638313,1.08,1.457,194.1,5623.0,0.763,4.596
6.18943952,0.65,2.3316,83.2,5051.0,0.721,4.562
6.83006228,1.09,3.315,187.4,5807.0,0.8,4.576
17.1622587,22.42,4.668,312.2,5729.0,0.939,4.509
5.19898615,1.04,2.359,136.8,6058.0,0.867,4.54
8.70179611,1.37,3.048,304.1,5295.0,0.8,4.548
14.74426,8.1,8.168,113.6,6146.0,0.987,4.454
0.933747395,1.24,4.798,30.9,5574.0,2.174,3.818
58.873429,76.18,17.487,226470.0,7078.0,1.568,4.192
14.1166583,238.66,9.12,449.3,6526.0,2.238,3.883
35.0175053,2.13,3.608,292.0,5944.0,1.123,4.293
47.3128645,3.71,11.444,217.4,5749.0,1.876,4.002
29.6990126,1.93,1.849,93.3,6382.0,1.961,3.94
6.1082945,1.06,3.493,61.1,6720.0,1.289,4.316
119.72007,1.26,9.48,115.6,5963.0,1.176,4.321
1.27839331,0.86,6.343,19.5,7758.0,1.918,4.106
7.545922037,0.68,4.0329,22.2,5788.0,1.376,4.178
0.58675746,19.91,1.508,143.8,5942.0,0.938,4.506
22.599501,0.96,4.38,76.9,6335.0,1.087,4.375
373.74856,4.45,28.18,797.8,6343.0,1.137,4.411
20.8822079,3.63,4.556,1107.0,5780.0,1.0,4.438
7.28171395,2.59,1.723,111.6,4970.0,1.806,3.924
8.0386699,1.18,3.549,142.0,6018.0,0.975,4.485
44.9851885,2.09,4.164,617.8,5295.0,0.8,4.548
6.67410577,1.62,3.645,160.9,5949.0,1.041,4.389
374.92478,1.67,18.05,610.0,4407.0,0.69,4.593
5.89089509,1.54,2.402,267.7,5869.0,0.942,4.513
4.13029832,1.44,2.461,325.3,5490.0,0.81,4.557
4.60690612,0.9,4.176,137.5,5529.0,0.775,4.583
1.50178705,0.93,2.936,86.7,5964.0,0.987,4.471
0.499664962,0.5,1.6123,34.3,5570.0,0.855,4.561
17.4453935,32.01,6.39,501.7,6260.0,1.063,4.433
201.325036,1.98,14.4,125.4,6120.0,1.699,4.093
5.59346375,1.43,1.668,236.5,5874.0,0.933,4.498
3.44928111,1.23,1.424,237.0,5119.0,0.781,4.591
1.4725859,0.93,2.953,84.4,6077.0,0.999,4.471
2.97607935,1.1,4.606,130.4,5547.0,0.865,4.534
37.9043889,1.97,11.638,98.2,5303.0,1.964,3.87
1.44438449,1.08,2.704,75.4,6667.0,1.213,4.358
6.88297756,0.77,2.065,30.4,6117.0,1.298,4.244
8.7963166,1.36,4.696,96.5,5780.0,1.0,4.438
2.049602348,1.08,1.061,186.1,5356.0,0.78,4.589
53.285584,1.44,6.492,158.6,6015.0,1.057,4.297
5.8943338,0.61,3.475,28.9,5929.0,1.145,4.357
8.119343,1.5,3.558,350.4,5490.0,0.81,4.557
7.74347801,0.62,2.7878,77.8,5051.0,0.721,4.562
18.0071438,1.05,5.401,80.8,6173.0,1.167,4.314
5.60473115,1.11,2.885,210.0,5401.0,0.777,4.593
132.778041,10.38,5.624,9036.0,5780.0,1.0,4.438
2.49915311,1.02,1.803,179.2,4705.0,0.72,4.572
184.568,1.53,13.09,409.9,5680.0,0.75,4.595
105.997107,1.83,3.751,430.8,6068.0,0.831,4.565
2.48882685,1.05,3.487,80.2,6246.0,1.092,4.433
367.19796,1.08,15.92,146.1,6054.0,0.889,4.525
6.30432354,1.23,2.508,40.0,6728.0,1.836,3.987
17.6604653,1.76,2.837,309.2,5910.0,0.94,4.505
3.38419892,1.2,1.485,228.2,5613.0,0.795,4.581
1.69999106,0.55,3.289,95.6,4289.0,0.554,4.684
1.19260017,0.77,1.502,58.0,5600.0,1.013,4.349
4.2059745,0.75,8.006,41.2,5960.0,1.163,4.291
216.456055,3.61,11.067,1002.8,5645.0,1.155,4.299
0.566803216,0.54,3.325,20.2,6473.0,1.182,4.33
365.13981,1.86,4.46,531.0,5610.0,0.815,4.564
37.809539,1.79,7.547,487.4,5595.0,0.82,4.57
381.18654,2.29,9.73,985.0,4977.0,0.734,4.607
12.003678,0.97,2.799,281.7,4328.0,0.594,4.654
5.17624997,1.31,5.261,78.7,5578.0,1.497,4.088
370.62071,2.12,12.58,344.3,6432.0,1.136,4.382
0.589458602,0.98,0.8278,158.4,5286.0,0.776,4.517
3.91794676,0.94,2.549,116.5,5500.0,0.87,4.547
6.0059966,0.73,3.096,39.2,6103.0,1.16,4.331
4.22426989,0.35,4.22,13.6,5735.0,0.883,4.501
330.906041,2.05,3.846,740.0,5461.0,0.769,4.589
56.3479517,1.06,8.789,43.6,5843.0,1.471,4.086
0.614701901,0.82,0.947,131.6,4954.0,0.724,4.563
0.934181579,0.79,3.943,12.1,7624.0,2.152,4.029
19.9778599,1.07,5.96,83.4,6392.0,1.162,4.399
379.65261,1.2,19.04,82.3,6471.0,1.302,4.141
17.543847,1.15,5.948,196.3,5957.0,0.791,4.579
3.8183717,1.39,2.687,50.8,6738.0,1.692,4.109
1.215181097,0.87,1.295,39.7,6717.0,1.365,4.268
21.5324915,1.47,4.156,100.5,6737.0,1.41,4.228
3.74779583,1.06,3.157,88.5,6341.0,1.111,4.409
9.07829171,3.69,0.783,530.9,5086.0,1.611,4.002
0.91842238,16.07,5.664,162.9,5288.0,0.74,4.613
373.43233,1.48,16.5,166.7,6146.0,1.141,4.303
9.74048508,0.95,1.6993,121.4,5051.0,0.721,4.562
397.73781,2.2,13.08,460.8,6194.0,1.02,4.457
5.35745121,1.65,2.592,78.2,6123.0,1.86,3.982
2.16132662,0.5,4.487,112.2,3754.0,0.43,4.818
6.41097179,1.4,2.582,233.5,5383.0,0.933,4.486
6.76289308,1.21,6.204,50.9,6547.0,1.63,4.122
75.2116373,2.83,3.203,362.6,5818.0,1.5,4.165
6.36283414,1.12,3.752,159.4,5955.0,0.883,4.534
7.53737498,0.93,3.966,41.1,6483.0,1.436,4.206
1.09844642,1.73,1.528,45.0,6403.0,2.391,3.772
25.94947,1.22,15.7,238.3,5348.0,0.748,4.609
7.57600886,0.54,3.361,49.0,5361.0,0.774,4.588
1.8789138,1.9,4.279,30.2,8046.0,3.339,3.704
41.8681996,1.25,5.783,150.7,5852.0,0.837,4.559
0.514771509,0.57,1.256,43.4,5730.0,0.87,4.545
8.61742738,1.01,2.713,154.9,5009.0,0.84,4.491
35.945188,1.5,8.23,72.6,6578.0,1.744,4.087
5.00749378,1.68,2.898,56.6,5242.0,2.243,3.644
196.436796,2.33,8.556,631.9,5462.0,0.946,4.452
8.8303681,1.32,3.426,296.2,5051.0,0.706,4.628
12.85755895,1.23,4.831,106.5,5860.0,1.156,4.276
0.566810643,0.52,3.471,45.6,5776.0,0.758,4.598
33.502923,1.08,11.947,70.9,5999.0,1.177,4.263
148.568877,5.97,4.399,404.4,5814.0,2.985,3.68
9.3335486,1.69,6.643,71.2,5354.0,1.863,3.927
262.477098,1.92,5.816,1016.0,4227.0,0.62,4.641
2.21030572,1.06,2.492,92.0,6355.0,1.09,4.418
9.54060855,1.75,1.869,462.0,5271.0,0.831,4.522
5.99321872,1.23,3.92,203.2,5853.0,0.868,4.544
1.80926734,0.89,2.469,98.0,5897.0,0.891,4.531
0.70544189,1.04,1.772,133.5,5838.0,0.897,4.529
0.981399749,1.21,0.5051,158.3,6038.0,0.898,4.524
5.04413987,1.18,1.623,172.0,4954.0,0.828,4.5
0.933728755,0.72,4.363,13.5,6652.0,1.863,4.036
12.607591424,1.61,29.1267,79.5,6047.0,1.002,4.47
5.3694084,0.62,3.949,40.0,5753.0,0.869,4.538
5.65690281,0.74,3.583,32.2,5687.0,1.32,4.191
0.734573766,0.86,1.295,68.4,5602.0,1.051,4.325
289.86046,1.5,11.103,234.5,5914.0,0.971,4.451
357.13089,1.62,13.04,330.5,5838.0,0.897,4.529
370.50684,2.06,12.132,418.6,6360.0,0.999,4.458
1.332580225,2.18,2.057,46.3,6858.0,3.096,3.731
7.4299322,1.81,4.013,164.9,5635.0,1.252,4.23
79.334347,1.56,10.886,164.9,6384.0,1.15,4.33
5.68251605,1.03,3.479,81.2,5753.0,1.157,4.319
7.99144696,1.53,3.639,145.0,5700.0,1.006,4.434
2.9039446,1.17,10.542,13.1,7846.0,3.05,3.829
68.538296,25.77,3.627,1087.0,4687.0,8.123,2.613
4.52628739,1.02,3.736,99.6,5700.0,1.006,4.434
369.7985,2.53,12.564,1106.4,5680.0,0.757,4.582
6.5588346,0.7,3.034,41.2,5780.0,1.0,4.438
